object_id	latitude	longitude	name_ru	name_en	category	wiki_ru	wiki_en	address	image_url
1735	55.82583000000005	37.525600000000054	Памятник Зое и Александру Космодемьянским	Monument to Zoe and Alexander Kosmodemyansky	monument	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%BC%D0%BE%D0%B4%D0%B5%D0%BC%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%97%D0%BE%D1%8F_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0	https://en.wikipedia.org/wiki/Zoya_Kosmodemyanskaya	Улица Зои и Александра Космодемьянских, дом 35/1	http://novodevichiynecropol.narod.ru/04/kosmodemyanskiy_aa.jpg
1736	55.82583000000005	37.525600000000054	Памятник Зое и Александру Космодемьянским	Monument to Zoe and Alexander Kosmodemyansky	monument	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%BC%D0%BE%D0%B4%D0%B5%D0%BC%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%97%D0%BE%D1%8F_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0	https://en.wikipedia.org/wiki/Zoya_Kosmodemyanskaya	Улица Зои и Александра Космодемьянских, дом 3, корпус 1	https://flatinfo.ru/uploads/house_source/50493_2.jpg
1737	55.66776226366571	37.582855965327745	Памятник Морякам-черноморцам	Monument to Chernomorets Sailors	monument	https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA	https://en.wikipedia.org/wiki/Novorossiysk	Севастопольский проспект, дом 24б	https://upload.wikimedia.org/wikipedia/ru/thumb/2/22/Karbyshev_monument.jpg/400px-Karbyshev_monument.jpg
1738	55.865410000000054	37.67683000000005	Памятник Евгении Рудневой	Monument to Evgenia Rudneva	monument	https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%BD%D0%B5%D0%B2%D0%B0,_%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D0%B8%D1%8F_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%BD%D0%B0	https://en.wikipedia.org/wiki/Yevgeniya_Rudneva	Улица Рудневой	https://bloshiha.ru/upload/000/u1/b/e/be4cdb94.jpg
1739	55.72567000000004	37.502950000000055	Памятник Без вести пропавшим солдатам без могил	Monument to missing soldiers without graves	monument	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%B1%D0%B5%D0%B7_%D0%B2%D0%B5%D1%81%D1%82%D0%B8_%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%B2%D1%88%D0%B8%D0%BC_%D1%81%D0%BE%D0%BB%D0%B4%D0%B0%D1%82%D0%B0%D0%BC_%D0%B1%D0%B5%D0%B7_%D0%BC%D0%BE%D0%B3%D0%B8%D0%BB		Парк Победы	https://api.parkseason.ru/images/styles/1440_auto/e5/bd/4ef39df216ba759baf88aaf015b7da5a56c72644407fa187902612.jpg
1740	55.86518781866926	37.50619935391848	Памятник Воинам — защитникам Москвы	Monument to the warriors - defenders of Moscow	monument	https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B2%D1%80%D0%B8%D0%BD%D0%BE_(%D1%80%D0%B0%D0%B9%D0%BE%D0%BD_%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D1%8B)	https://en.wikipedia.org/wiki/Khovrino_District	Клинская улица, владение 2	https://um.mos.ru/upload/resize_cache/iblock/2e8/320_640_2/02_076_Советским воинам.jpg
1741	55.80252998778715	37.74377001344402	Памятник Воинам-железнодорожникам	Monument to Railway Warriers	monument	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B2%D0%BE%D0%B8%D0%BD%D0%B0%D0%BC-%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D0%B8%D0%BA%D0%B0%D0%BC		Большая Черкизовская улица, дом 125	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/19052012StadiumLokomotiv004.jpg/200px-19052012StadiumLokomotiv004.jpg
1742	55.83778487506698	37.51149218263135	Памятник Воинам-железнодорожникам	Monument to Railway Warriers	monument	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B2%D0%BE%D0%B8%D0%BD%D0%B0%D0%BC-%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D0%B8%D0%BA%D0%B0%D0%BC		Михалковская улица, дом 56, локомотивное депо Лихоборы	
1743	55.76222000000007	37.72869000000003	Памятник Воинам-железнодорожникам	Monument to Railway Warriers	monument	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B2%D0%BE%D0%B8%D0%BD%D0%B0%D0%BC-%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D0%B8%D0%BA%D0%B0%D0%BC		Улица Буракова, дом 8, локомотивное депо Москва-Сортировочная	https://muzey-tihoreck.ru/images/phocagallery/2018/2019-11-22/3/IMG_20191119_185809.jpg
1744	55.422540000000026	36.829800000000034	Памятник Воинам-железнодорожникам	Monument to Railway Warriers	monument	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%D0%B8_%D0%B2%D0%BE%D0%B8%D0%BD%D0%B0%D0%BC-%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D0%B8%D0%BA%D0%B0%D0%BC		Рижская площадь, дом 1, станция Москва-Рижская, Музей натурной железнодорожной техники	
